"ROW_ID","ROW_VERSION","id","name","createdOn","createdBy","modifiedOn","modifiedBy","parentId","dataFileSizeBytes","dataFileMD5Hex"
"51468623","1","syn51468623","PRKRA_O75569_OID21225_v1_Oncology.tar","1683644853887","3348248","1700865570846","3485485","syn51365303","545269760","d115406bcd90aa6ae523fd29928b83d0"
"51468624","1","syn51468624","HMOX2_P30519_OID20887_v1_Neurology.tar","1683644863457","3348248","1700865575244","3485485","syn51365303","545331200","f6199bc008acdabd97511a0507fe8de9"
"51468625","1","syn51468625","CRISP2_P16562_OID21456_v1_Oncology.tar","1683644872577","3348248","1700865579676","3485485","syn51365303","550277120","3db47d6beed65ffca64c4ab7ba0d063f"
"51468626","1","syn51468626","F9_P00740_OID20349_v1_Cardiometabolic.tar","1683644880420","3348248","1700865583781","3485485","syn51365303","548167680","ea8843d7875cd52edf950903b5fa2d6a"
"51468627","1","syn51468627","SIGLEC7_Q9Y286_OID20190_v1_Cardiometabolic.tar","1683644915763","3348248","1700865587904","3485485","syn51365303","548239360","16bde209344868eff4323eb362e4554b"
"51468628","1","syn51468628","TACC3_Q9Y6A5_OID21285_v1_Oncology.tar","1683644927332","3348248","1700865591456","3485485","syn51365303","547481600","b8653ec3bb5adcf40fc9b41e3bdb60ac"
"51468629","1","syn51468629","TNFRSF10A_O00220_OID20967_v1_Neurology.tar","1683644936812","3348248","1700865594955","3485485","syn51365303","547655680","73a4dd262a23d84741bf40f7d52b34d2"
"51468630","1","syn51468630","TYMP_P19971_OID20234_v1_Cardiometabolic.tar","1683644946088","3348248","1700865599737","3485485","syn51365303","547153920","c82c0e1ff51be02e00615da461b1deba"
"51468631","1","syn51468631","PLA2G4A_P47712_OID20685_v1_Inflammation.tar","1683644978128","3348248","1700865603816","3485485","syn51365303","548515840","ffd045f7f58771fce9a7c2d199f91a69"
"51468632","1","syn51468632","FCRLB_Q6BAA4_OID21193_v1_Oncology.tar","1683644988835","3348248","1700865606851","3485485","syn51365303","546129920","a07919d2e7c595ca42821cd0e416a4c2"
"51468633","1","syn51468633","AGRN_O00468_OID20786_v1_Inflammation.tar","1683644997884","3348248","1700865611097","3485485","syn51365303","548679680","ec47ad51091ab1feaa4f30fa40f0f71d"
"51468634","1","syn51468634","TNFRSF1A_P19438_OID21155_v1_Neurology.tar","1683645006629","3348248","1700865616376","3485485","syn51365303","548065280","89f031c378269e638f07f17e144191d3"
"51468635","1","syn51468635","SIGLEC5_O15389_OID21082_v1_Neurology.tar","1683645037528","3348248","1700865620002","3485485","syn51365303","549068800","438ecc10b6638b1998ce1d8dca756ed2"
"51468637","1","syn51468637","NUB1_Q9Y5A7_OID20510_v1_Inflammation.tar","1683645049689","3348248","1700865624537","3485485","syn51365303","547932160","f03b159c968b4b31f761f6c04a6b9308"
"51468640","1","syn51468640","TGFBI_Q15582_OID20417_v1_Cardiometabolic.tar","1683645059741","3348248","1700865628729","3485485","syn51365303","547553280","011be3a9fa34ec7b47be776eaf0ee110"
"51468641","1","syn51468641","MB_P02144_OID20263_v1_Cardiometabolic.tar","1683645068569","3348248","1700865632413","3485485","syn51365303","549980160","474236e3a9aadc14bd550d8b508f1d21"
"51468644","1","syn51468644","CCT5_P48643_OID21200_v1_Oncology.tar","1683645098897","3348248","1700865637178","3485485","syn51365303","545280000","df36183f4427c4fe22034a6439d5a7fd"
"51468647","1","syn51468647","SUMF2_Q8NBJ7_OID21032_v1_Neurology.tar","1683645109563","3348248","1700865640971","3485485","syn51365303","549109760","391095b9df058cd1c87e520856f09e05"
"51468648","1","syn51468648","TNFRSF19_Q9NS68_OID21446_v1_Oncology.tar","1683645119040","3348248","1700865645173","3485485","syn51365303","549232640","ad66681ae2ef69b399a84d3d9078353b"
